,sentence,entities,country_entities
129,The Leyte Gulf Example   Center for International Maritime Security  Retrieved              Nichols  Robert  Spring         The first Kamikaze attack    Wartime       Brimelow  Ben                   years ago a war photographer snapped the most iconic image of World War II   here s the story of the battle behind the photo   Business Insider  Retrieved              Alexander  Joseph                The Battle of Iwo Jima  A    day bloody slog on a sulfuric island   Military Times  Retrieved              Burrell  Robert S                 Breaking the Cycle of Iwo Jima Mythology  A Strategic Study of Operation Detachment   The Journal of Military History                     doi         jmh            ISSN            S CID             Lacey  Laura     April         Battle of Okinawa   www militaryhistoryonline com  Retrieved              MacArthur  Douglas  Johnson  Harold K          Reports of General MacArthur  The Campaigns of MacArthur in the Pacific  Military Studies Press  p       ISBN                  Number of names,"['first', 'Kamikaze', 'years ago', 'World War II', 'Alexander  Joseph                The Battle of Iwo Jima', 'Military Times  Retrieved              Burrell  Robert S                 Breaking the Cycle of Iwo Jima Mythology  A Strategic Study of Operation Detachment', 'The Journal of Military History                     ', 'ISSN', 'Lacey  Laura     ', 'Okinawa', 'Douglas  Johnson  Harold K          Reports', 'MacArthur', 'MacArthur', 'the Pacific  Military Studies Press']",[]
130,Inscribed       www pref okinawa jp  Retrieved              Peck  Michael                Operation Downfall  How America Would Have Invaded Japan  ,"['Inscribed       ', 'Michael                Operation Downfall  How America Would Have Invaded', 'Japan']",['Japan']
131,It Would Have Been Hell    The National Interest  Retrieved               Potsdam Declaration   The Bombing of Hiroshima and Nagasaki   Historical Documents   atomicarchive com   www atomicarchive com  Retrieved              Maguire  Amy    September         World politics explainer  ,"['The National Interest  Retrieved               Potsdam Declaration', 'Hiroshima', 'Nagasaki']",[]
132,The atomic bombings of Hiroshima and Nagasaki   The Conversation  Retrieved              Ojo  Marvellous                Soviet Invasion of Manchuria  Finishing the Japanese Army   WAR HISTORY ONLINE  Retrieved              Andrew Glass     ,"['Hiroshima', 'Nagasaki', 'Manchuria', 'the Japanese Army', 'Andrew Glass']",[]
133,August         Hirohito accepts Japan s surrender terms  Aug             POLITICO  Retrieved               Japanese Instrument of Surrender         National Archives Foundation  Retrieved              Levi  Neil  Rothberg  Michael         The Holocaust  Theoretical Readings  Edinburgh University Press  ISBN                  How Was the Holocaust Planned    Boston com  Retrieved               The Kristallnacht Pogrom       November        ,"['August', 'Hirohito', 'Japan', 'Aug             POLITICO  Retrieved               Japanese Instrument of Surrender         National Archives Foundation  Retrieved              Levi  Neil', 'Rothberg  Michael         ', 'Edinburgh University Press  ISBN', 'Boston', 'The Kristallnacht Pogrom       ', 'November']",['Japan']
134,It Came From Within   Yad Vashem   www yadvashem org  Retrieved               The development of ghettos   ,['Yad Vashem'],[]
135,The Holocaust Explained  Designed for schools      June       Retrieved               Pictures from inside a Nazi controlled ghetto   www cbsnews com     July       Retrieved              Rhodes  Richard               Masters of Death  ,"['The Holocaust Explained  Designed', 'Nazi']",[]
136,The SS Einsatzgruppen and the Invention of the Holocaust  Knopf Doubleday Publishing Group  ISBN                 Hasic  Albinko     January         ,"['the Invention of the Holocaust', 'Knopf Doubleday Publishing Group']",[]
137,What People Get Wrong About the Nazi Conference to Plan the  Final Solution    Time  Retrieved               Mass deportations to the concentration and extermination camps   Holocaust   www holocaust cz  Retrieved              Arnett  George                Auschwitz  a short history of the largest mass murder site in human history   ,"['the Nazi Conference', 'Holocaust', 'George                Auschwitz']",[]
138,The Guardian  ISSN            Retrieved              Kirsch  Adam    April         ,"['Guardian', 'ISSN']",[]
139,The System  Two new histories show how the Nazi concentration camps worked   The New Yorker  Retrieved    December        Ghooi  Ravindra B           The Nuremberg Code A critique   Perspectives in Clinical Research                doi                          ISSN            PMC          PMID            Gutman  Israel         Encyclopedia of the Holocaust  Vol     New York  Macmillan  p        ISBN                 Haaretz                Holocaust Facts  Where Does the Figure of   Million Victims Come From    Haaretz  Retrieved              Blumberg  Antonia                The Holocaust s Forgotten Victims  The   Million Non Jewish People Killed By The Nazis   Huffington Post  Retrieved               Non Jewish Victims of the Holocaust   www jewishvirtuallibrary org  Retrieved               Nazi Persecution of Soviet Prisoners of War   encyclopedia ushmm org  Retrieved              Mason  Amanda     June         ,"['Two', 'Nazi', 'The New Yorker  Retrieved', 'PMC', 'Holocaust', 'New York', 'Macmillan  p        ISBN                 Haaretz                Holocaust Facts  Where Does the Figure of   Million', 'Antonia                ', 'Million', 'Jewish', 'Nazis', 'Huffington Post  Retrieved               Non Jewish Victims', 'Holocaust', 'Retrieved               Nazi Persecution', 'Retrieved              Mason']",[]
140,What Life Was Like For POWs In Europe During The Second World War   Imperial War Museums  Retrieved              Schmitter  ,"['Europe', 'The Second World War   ', 'Imperial War Museums  Retrieved              Schmitter  ']",[]
141,Elke                Nazi Crimes  Diaries Reveal How Much Wartime Germans Knew   Spiegel Online  Retrieved              Ezard  John                Germans knew of Holocaust horror about death camps   The Guardian  ISSN            Retrieved                ,"['Spiegel Online  ', 'John                Germans', 'Holocaust', 'Guardian', 'ISSN']",[]
142,Oh  ,[],[]
143,No  It Can t Be    Holocaust Teacher Resource Center   Retrieved              Mulhall  ,[],[]
144,Joe                Holocaust denial is changing   the fight against it must change too   Joe Mulhall   The Guardian  ISSN            Retrieved             Many people  including politicians and historians  consider the Holocaust to be worst event in history  and have described Hitler  his followers  and his regime as evil    ,"['Joe                Holocaust', 'Joe Mulhall', 'Guardian', 'Holocaust', 'Hitler']",[]
145,The man who dreamed of the atom bomb   BBC News              Retrieved               The Manhattan Project   Atomic Heritage Foundation     May       Retrieved               German Atomic Bomb Project   Atomic Heritage Foundation     October       Retrieved              Stockbauer  Marc     August         ,"['BBC News', 'Atomic Heritage Foundation']",[]
146,The Designs of  Fat Man  and  Little Boy    Stanford  Ethics of Development in a Global Environment  Archived from the original on             Retrieved               Little Boy and Fat Man   Atomic Heritage Foundation     July       Retrieved               Manhattan Project  Espionage and the Manhattan Project              United States Department of Energy Office of Scientific and Technical Information  Retrieved                  August        ,"['Fat Man', 'Stanford  Ethics of Development', 'Atomic Heritage Foundation', 'United States Department of Energy Office of Scientific and Technical Information  Retrieved                  ', 'August']",[]
147,First Soviet nuclear test  CTBTO Preparatory Commission   The Comprehensive Nuclear Test Ban Treaty Organization  Retrieved               Types of Nuclear Weapons  CTBTO Preparatory Commission   The Comprehensive Nuclear Test Ban Treaty Organization  Retrieved              de Castella  Tom     February         ,"['Soviet', 'CTBTO Preparatory Commission', 'The Comprehensive Nuclear Test Ban Treaty Organization  Retrieved               Types of Nuclear Weapons  CTBTO Preparatory Commission', 'The Comprehensive Nuclear Test Ban Treaty Organization  Retrieved              de Castella', 'Tom     ']",[]
148,How did we forget about mutually assured destruction    BBC News  Retrieved               Nuclear forces reduced while modernizations continue  says SIPRI   Stockholm International Peace Research Institute     June       Retrieved              Friedman  Uri                ,"['BBC News', 'Stockholm International Peace Research Institute     June       Retrieved', 'Uri                ']",[]
149,Why One President Gave Up His Country s Nukes   The Atlantic  Retrieved              DePetris  Daniel R                 Israel s Nuclear Weapons    Things You Need to Know   The National Interest  Retrieved               Treaty on the Non Proliferation of Nuclear Weapons  NPT    International Atomic Energy Agency              Retrieved               Libya Nuclear Weapons Program   Libya Nuclear Disarmament   NTI   www nti org  Retrieved               Major milestones of Iran s nuclear programme   Iran   Al Jazeera   www aljazeera com  Retrieved              Andrews  Evan     October           Attacks on United States Soil During World War II   HISTORY  Retrieved              Harrison  Mark                The Soviet Union after       Economic Recovery and Political Repression   Past   Present                doi         pastj gtq       ,"['One', 'Gave Up', 'The Atlantic  Retrieved', 'Daniel R', 'The National Interest  Retrieved               Treaty', 'the Non Proliferation of Nuclear Weapons  ', 'Libya Nuclear Disarmament', 'Iran', 'Iran', 'Al Jazeera', 'Evan     ', 'United States', 'World War II', 'Mark                The Soviet Union']","['Iran', 'Iran']"
150,The division of Germany   The Cold War               CVCE Website   Virtual Centre for Knowledge on Europe  Retrieved               Milestones              Office of the Historian   history state gov  Retrieved              Dobbins  James  Poole  Michele,"['Germany', 'The Cold War               CVCE Website', 'Historian', 'James  Poole']",['Germany']
151,A   Long  Austin         After the War  Nation building from FDR to George W  Bush  Rand Corporation  p      ISBN                  The Nuremberg Trial and the Tokyo War Crimes Trials               history state gov  Retrieved               Why Did the League of Nations Fail    www historyonthenet com              Retrieved               History of the United Nations   www un org              Retrieved              Parker  Clifton B                 Gandhi s nonviolent approach offers lessons for peace movements  Stanford scholar says   Stanford University  Retrieved              McQuade  Joseph    November         ,"['Austin         After the War  Nation', 'FDR', 'George W  Bush', 'Rand Corporation', 'The Nuremberg Trial', 'the Tokyo War Crimes Trials               ', 'the League of Nations Fail', 'the United Nations', 'un', 'Gandhi', 'Stanford', 'Stanford University  Retrieved              McQuade']",[]
152,The forgotten violence that helped India break free from colonial rule   The Conversation  Retrieved              Henderson  Barney                Indian Independence Day  everything you need to know about Partition between India and Pakistan    years on   The Telegraph  ISSN            Retrieved              Dummett  Mark                How one newspaper report changed world history   BBC News  Retrieved               The Philippines              United States House of Representatives  History  Art   Archives   history house gov  Retrieved               Dien Bien Phu   the Fall of French Indochina         history state gov  Retrieved              Assensoh  A  B          African Political Leadership  Jomo Kenyatta  Kwame Nkrumah  and Julius K  Nyerere  Krieger Publishing Company  ISBN                  Timeline  African independence   RFI              Retrieved              Oliveira  Pedro Aires                Decolonization in Portuguese Africa   Oxford Research Encyclopedia of African History  Vol     doi         acrefore                       ISBN                  Decolonization of Asia and Africa              history state gov  Retrieved              Fisher  Max                The Dividing of a Continent  Africa s Separatist Problem   The Atlantic  Retrieved              Mahmud  Tayyab     April         Colonial Cartographies  Postcolonial Borders  and Enduring Failures of International Law  ,"['India', 'Barney                Indian', 'Partition', 'India', 'Pakistan', 'Telegraph', 'ISSN', 'Mark                How', 'one', 'BBC News', 'Philippines', 'United States', 'House of Representatives  History  Art   Archives', 'Bien Phu', 'B          African Political Leadership', 'Jomo Kenyatta  Kwame Nkrumah', 'Julius K  ', 'African', 'RFI', 'Portuguese Africa', 'Oxford Research Encyclopedia', 'African', 'Asia', 'Africa              ', 'Max                The Dividing', 'Separatist Problem   The Atlantic  Retrieved              Mahmud  Tayyab', 'April         Colonial Cartographies  Postcolonial Borders', 'Enduring Failures']","['India', 'India', 'Pakistan', 'Philippines']"
153,The Unending War along the Afghanistan Pakistan Frontier   Brooklyn Journal of International Law             SSRN           Hyde  Tim     July         Are colonial era borders drawn by Europeans holding Africa back    American Economic Association  Retrieved                 Civil Wars in Africa,"['Afghanistan', 'Hyde  Tim     ', 'Europeans', 'Africa', 'Africa']",['Afghanistan']
154,We Must Never Forget   This Is Africa              Retrieved               The Yalta Conference   ,[],[]
155,The Cold War               CVCE Website   www cvce eu  Retrieved              Churchill  Winston    March         ,"['The Cold War               ', 'cvce eu  Retrieved']",[]
156,The Sinews of Peace   Iron Curtain Speech     The International Churchill Society  Retrieved              Roberts  Geoffrey         Stalin s Wars  From World War to Cold War             Yale University Press  p      ISBN                 Smulkstys  Julius  Summer         ,"['The International Churchill Society  Retrieved', 'World War to Cold War             Yale University Press  p      ISBN                 Smulkstys  Julius  Summer         ']",[]
157,The Incorporation of the Baltic States by the Soviet Union   Lituanus  Lithuanian Quarterly Journal of Arts and Sciences          ISSN              ,"['the Soviet Union', 'ISSN']",[]
158,The End of WWII and the Division of Europe   Center for European Studies  Retrieved              King  Charles         The Moldovans  Romania  Russia  and the Politics of Culture  Hoover Institution Press  pp      ISBN                 Wood  Alan         Stalin and Stalinism   nd ed    London  New York  Psychology Press  p      ISBN                 Englund  Will     October         Red Century  From the  October Revolution  in       communism swept the globe  Now  North Korea may be the one true survivor   The Washington Post  Archived from the original on    October       Retrieved    December        Fenton  Ben    October         ,"['WWII', 'the Division of Europe   Center for European Studies  Retrieved              King  Charles         The', 'Moldovans', 'Romania', 'Russia', 'the Politics of Culture  Hoover Institution Press', 'Alan         Stalin', 'Stalinism', 'London', 'New York  Psychology', 'October Revolution', 'North Korea', 'one', 'The Washington Post  Archived', 'December']","['Romania', 'Russia']"
159,The secret strategy to launch attack on Red Army   The Daily Telegraph  Archived from the original on    April       Retrieved               North Atlantic Treaty Organization  NATO          history state gov  Retrieved              Rosenberg  Matt     September         The Warsaw Pact History and Members   ThoughtCo  Retrieved    December        McDonough  Richard     June         A Short History Of The Korean War   Imperial War Museums  Retrieved              Stack  Liam                Korean War  a  Forgotten  Conflict That Shaped the Modern World   The New York Times  ISSN            Retrieved              Hastings  Max         Korean War  New York  Simon and Schuster Paperbacks  pp      ISBN                 Cumings  Bruce         The Korean War  A History  New York  Random House Publishing Group  p       ISBN                 Kinzer  Stephen         The Brothers  John Foster Dulles  Allen Dulles  and Their Secret World War  New York  Henry Holt   Company  p       ISBN                 Johnson  David     May         Selling  Operation Passage to Freedom   Dr  Thomas Dooley and the Religious Overtones of Early American Involvement in Vietnam   University of New Orleans Theses and Dissertations   Gravel  Mike          Military Pressures Against North Vietnam  February      January        The Pentagon Papers  Vol     Boston  Beacon Press  pp            Zelizer  Julian E                 How the Tet Offensive Undermined American Faith in Government   The Atlantic  Retrieved              Zimmerman  Bill                Opinion   The Four Stages of the Antiwar Movement   The New York Times  ISSN            Retrieved              Schultz  Colin     March         Nixon Prolonged Vietnam War for Political Gain And Johnson Knew About It  Newly Unclassified Tapes Suggest   Smithsonian  Retrieved              Becker  Elizabeth  Mydans  Seth                Norodom Sihanouk  Cambodian Leader Through Shifting Allegiances  Dies at      The New York Times  ISSN            Retrieved              Michaels  Jeffrey                Stuck in Endless Preliminaries  Vietnam and the Battle of the Paris Peace Table  November      January        Defence In Depth  Retrieved              Kaiser  David     April         Lessons of the Fall of Saigon   Time  Retrieved              Woollacott  Martin     April         ,"['Red Army', 'The Daily Telegraph  Archived', 'NATO', 'Matt     ', 'The Warsaw Pact History', 'ThoughtCo  Retrieved', 'Richard     ', 'The Korean War   ', 'Imperial War Museums  Retrieved              Stack  ', 'Liam                Korean War', 'the Modern World', 'The New York Times', 'ISSN', 'New York', 'Simon', 'Schuster Paperbacks', 'The Korean War', 'New York', 'Random House Publishing Group', 'Stephen         The Brothers', 'John Foster Dulles  ', 'Allen Dulles', 'Their Secret World War  New York  Henry Holt   Company  p       ISBN                 ', 'Johnson', 'David     ', 'Thomas Dooley', 'the Religious Overtones of Early American Involvement', 'Vietnam', 'University of New Orleans Theses and Dissertations   Gravel', 'Mike          Military Pressures Against North Vietnam', 'February      ', 'Beacon Press', 'Bill                Opinion', 'the Antiwar Movement', 'The New York Times', 'ISSN', 'Colin     ', 'Johnson Knew', 'Smithsonian  Retrieved', 'Elizabeth', 'Mydans', 'Seth                Norodom Sihanouk', 'Cambodian', 'Through Shifting Allegiances  Dies', 'The New York Times', 'ISSN', 'Jeffrey                Stuck', 'Vietnam', 'the Battle of the Paris Peace Table', 'November      ', 'David     ', 'Saigon', 'April         ']","['Vietnam', 'Vietnam']"
160,Forty years on from the fall of Saigon  witnessing the end of the Vietnam war   The Guardian  ISSN            Retrieved               The Soviet Cuban Alliance              Foreign Affairs  ,"['Forty years', 'Saigon', 'the Vietnam war', 'Guardian']",[]
161,No  September October                   ISSN            Retrieved               Cuban Missile Crisis  ,['September October'],[]
162,For thirteen days in October      the world waited seemingly on the brink of nuclear war and hoped for a peaceful resolution to the Cuban Missile Crisis   John F  Kennedy Presidential Library and Museum  Retrieved               Nuclear Close Calls  The Cuban Missile Crisis   Atomic Heritage Foundation     June       Retrieved               United StatesSR Launches Sputnik   National Geographic Society              Retrieved               Aftermath of Sputnik launch   www russianspaceweb com  Retrieved               In Depth   ,"['thirteen days', 'October      ', 'the Cuban Missile Crisis', 'John F  Kennedy Presidential Library and Museum  Retrieved               Nuclear Close Calls', 'The Cuban Missile Crisis   ', 'Atomic Heritage Foundation', 'Launches Sputnik', 'National Geographic Society              Retrieved               Aftermath of Sputnik']",[]
163,Luna      Solar System Exploration  NASA Science  Retrieved              Lewis  Cathleen     April         Why Yuri Gagarin Remains the First Man in Space  ,['Luna      Solar System Exploration  NASA Science  Retrieved              Lewis'],[]
164,Even Though He Did Not Land Inside His Spacecraft   National Air and Space Museum  Retrieved              Pearlman  Robert Z      July         Makings of Moon Landing     Years Ago  Apollo    Was One Year From  Giant Leap    Space com  Retrieved               The Apollo Program                 NASA Space Science Data Coordinated Archive  Retrieved              Ingham  Lucy                Soviet report detailing lunar rover Lunokhod   released for first time   Factor  Retrieved              Keldysh  M V   April         Venus exploration with the Venera   and Venera    spacecraft   Icarus                   Bibcode     Icar          K  doi                               ISSN             ,"['National Air and Space Museum  Retrieved              Pearlman', 'Robert Z      July         Makings of Moon Landing     ', 'Years Ago', 'Apollo    Was One Year From  Giant Leap    Space', 'Lucy                Soviet', 'Lunokhod', 'first', 'April', 'Venera', 'Icarus                   Bibcode     Icar          K  doi                               ']",[]
165,Howell  Elizabeth     December         Voyager    Sailing Among Giant Planets   Space com  Retrieved              Sharp  Tim     December         Space Shuttle  The First Reusable Spacecraft   Space com  Retrieved              Ferreira  Becky                The Mir Space Station Was a Marvel  a Clusterfuck  and an Underdog Hero   Motherboard  Retrieved              Torchinsky  Jason     May         Why Skylab Was America s First,"['Elizabeth', 'Tim', 'Clusterfuck', 'Motherboard  Retrieved              Torchinsky  Jason     May         Why Skylab', 'America']",[]
166,And Best Home In Space   Jalopnik  Retrieved    December         International Space Station  ISS Information  Space Station Facts  News  Photos    National Geographic   Science   Innovation              Archived from the original on April           Retrieved              Farley  Robert    March         Was the Sino Soviet Split Borne of Ideology or Geostrategic Consideration    The Diplomat  Retrieved              Siegelbaum  Lewis     June         Perestroika and Glasnost   Seventeen Moments in Soviet History  Retrieved              Kramer  Mark     December         ,"['Jalopnik  Retrieved', 'Photos    National Geographic   Science   Innovation              Archived', 'April           Retrieved              Farley  Robert    March         Was', 'Sino Soviet', 'Split Borne', 'Seventeen Moments', 'Soviet', 'Mark     ']",[]
167,The Rise and Fall of Solidarity   The New York Times  ISSN            Retrieved              Bonnell  Andrew    October         World politics explainer  ,"['The New York Times', 'ISSN']",[]
168,The fall of the Berlin Wall   The Conversation  Retrieved              Egorov  Boris                The forgotten story of how the Baltic states brought down the Soviet Union   www rbth com  Retrieved              Sandford  Daniel     August         With Boris Yeltsin on the tank in        BBC News  Retrieved              Schmemann  Serge     December         END OF THE SOVIET UNION  ,"['the Berlin Wall', 'Boris                ', 'Baltic', 'the Soviet Union', 'Boris Yeltsin', 'BBC News', 'THE SOVIET UNION']",[]
169,The Soviet State  Born of a Dream  Dies   The New York Times  ISSN            Retrieved              Flowers  Thomas H   July         ,"['The Soviet', 'The New York Times', 'ISSN', 'July']",[]
170,The Design of Colossus  Foreword by Howard Campaigne    IEEE Ann  Hist  Comput                  doi         MAHC             ISSN            S CID            Moore  ,"['Howard Campaigne', 'Ann  Hist']",[]
171,Gordon E   October                Cramming More Components onto Integrated Circuits   IEEE Solid State Circuits Newsletter                 doi         N SSC               S CID            Szczepaniak  John  May         A basic history of BASIC on its   th birthday   www gamasutra com  Retrieved               The History of the Computer Mouse   Computing History   www computinghistory org uk  Retrieved               Memory   Storage   Timeline of Computer History   Computer History Museum   www computerhistory org  Retrieved              Kellaway  Lucy    August         How the computer changed the office forever   BBC News  Retrieved              Alfredo  David     September         The History of Computers in Business   Bizfluent  Retrieved              Lean  Tom               Electronic Dreams  How     s Britain Learned to Love the Computer  Bloomsbury Publishing  ISBN                 Ngo  Denise  May         Archive Gallery  ,"['Gordon E', 'October', 'Szczepaniak', 'John', 'the Computer Mouse', 'Computing History', 'Kellaway', 'BBC News', 'Bizfluent  Retrieved              Lean  Tom               Electronic Dreams  How     ', 'Love the Computer  Bloomsbury Publishing  ISBN                 Ngo  Denise  May         Archive Gallery']",[]
172,The Rise of Personal Computers   Popular Science   Maher  Jimmy     June         ,[],[]
173,The complete history of the IBM PC  part one  The deal of the century   Ars Technica  Retrieved              McCullough  Brian     May         Behind  Halt and Catch Fire   Compaq s Rise to PC Domination   Mashable  Retrieved              McCullough  Brian     May         The Incredible True Story Behind AMC s Halt And Catch Fire   How Compaq Cloned IBM And Created An Empire   Internet History Podcast  Retrieved              Musolf  Nell         The Story of Microsoft  The Creative Company  ISBN                  History of Software Patents  from Benson  Flook  and Diehr to Bilski and Prometheus  BitLaw    www bitlaw com  Retrieved              Williams  Sam         Free as in Freedom        Richard Stallman and the Free Software Revolution  Free Software Foundation  ISBN                 Kent  Steve L          The Ultimate History of Video Games  From Pong to Pok mon and Beyond  the Story Behind the Craze that Touched Our Lives and Changed the World  Prima Pub  ISBN                 Stanton  Richard               A Brief History of Video Games  ,"['IBM', 'the century', 'Compaq', 'IBM', 'Created An Empire', 'Nell         The Story of', 'Microsoft', 'The Creative Company  ISBN', 'Benson', 'Diehr', 'Bilski', 'Sam         Free', 'Freedom        Richard Stallman', 'the Free Software Revolution  Free Software Foundation  ISBN                 Kent', 'Steve L          ', 'The Ultimate History of Video Games', 'Beyond', 'Richard               ']",[]
174,Running Press  ISBN                  Evolution of Home Video Game Consoles                Hongkiat              Retrieved              Edwards  Benj                The Lost Civilization of Dial Up Bulletin Board Systems   The Atlantic  Retrieved              Cerf  Vint   A Brief History of the Internet   Related Networks   Internet Society  Retrieved              Lee  Timothy B                 ,"['Benj                ', 'The Atlantic  Retrieved', 'Lee  Timothy B                 ']",[]
175,The internet  explained   Vox  Retrieved              Flanagan  Graham   Al Gore told us why he really should get credit for,"['Graham', 'Al Gore']",[]
176,the internet   Business Insider  Retrieved              Wright  ,[],[]
177,Alex                The Secret History of Hypertext   The Atlantic  Retrieved              Motley Fool Staff                   Years of Tech  The Rise of the Internet     The Motley Fool  Retrieved              Estrada  Susan          Commercialization and the Commercial Internet Exchange  How the CIX Can Help Further the Commercialization of the Internet   Internet Research                doi         eb          Where Are They Now     Dot Com Bubble Companies And Their Founders   CB Insights Research              Retrieved              Lukacs  John         ,"['Alex                The Secret History', 'Susan          Commercialization']",[]
178,The end of the twentieth century and the end of the modern age  Ticknor   Fields  ISBN                 Johnson  Anders          The Three Waves of Globalisation   Nordregio   archive nordregio se  Retrieved              Fraser  Nick                How the World Was Won  The Americanization of Everywhere review   a brilliant essay   The Guardian  ISSN            Retrieved              Corstange  Daniel  January         Anti American Behavior in the Middle East  Evidence from a Field Experiment in Lebanon   The Journal of Politics                   doi                 S CID             via Journalist s Resource   Lam  Peng Er  Lim  Tai Wei         The Rise of China and India  ,"['Johnson', 'The Three Waves of Globalisation', 'nordregio se  ', 'Nick                How', 'Guardian', 'ISSN', 'the Middle East', 'Lebanon', 'The Journal of Politics                   ', 'Peng Er  ', 'Lim', 'Tai Wei         ', 'China', 'India']","['Lebanon', 'China', 'India']"
179,A New Asian Drama  Singapore  World Scientific  doi               ISBN                  North and South Korean leaders meet   The Guardian  Associated Press              ISSN            Retrieved              Lee  S  H                 The SARS epidemic in Hong Kong   Journal of Epidemiology   Community Health                   doi         jech           ISSN            PMC          PMID            Sejvar  James J           West Nile Virus  An Historical Overview   The Ochsner Journal               ISSN            PMC          PMID            Kagaayi  Joseph  Serwadda  David  August         ,"['New Asian Drama  ', 'Singapore', 'World Scientific', 'South Korean', 'Guardian', 'Hong Kong', 'Journal of Epidemiology', 'ISSN', 'James J           West Nile Virus', 'The Ochsner Journal               ', 'PMC', 'Joseph  Serwadda  ', 'David']",['Singapore']
180,The History of the HIV AIDS Epidemic in Africa   Current HIV AIDS Reports                   doi         s                  ISSN            PMID           S CID           Rich  Nathaniel    August         ,"['The History of the HIV AIDS Epidemic', 'Africa']",[]
181,Losing Earth  The Decade,[],[]
182,We Almost Stopped Climate Change   The New York Times Magazine  pp      ISSN            Archived from the original on    January        Henson  Robert                What is the Kyoto Protocol and has it made any difference    The Guardian  ISSN            Retrieved            Sources edit UNESCO                The Twentieth Century   History of Humanity  Vol  VII  Routledge  p       ISBN                   External links edit Wikimedia Commons has media related to Events in the   th century The   th Century Research Project  archived    ,"['The New York Times Magazine', 'Robert                ', 'the Kyoto Protocol', 'Guardian', 'UNESCO                ', 'Wikimedia Commons', 'Century Research Project']",[]
183,February      Slouching Towards Utopia  The Economic History of the Twentieth Century  archived   February      TIME Archives The greatest writers of the   th Century  archived    January      vteCenturies and millenniaMillenniumCenturyBC  BCE  th  th  th  th  th  th  th  th  rd  nd  st rd  th  th  th  th  th  th  th  rd  ,"['the Twentieth Century', 'February', 'Century', 'vteCenturies', 'BCE']",[]
184,nd  st nd  th  th  th  th  th  th  th  th  th  th st  th th th th th th th rd nd stAD  CE  st st nd rd th th th th th th  th nd  th  th  th  th  th  th  th  th  th  th rd  st  nd  rd  th  th  th  th  th  th  thvteHistory of the   th centuryEventsTimelineTopics    s    s    s    s    s    s    s    s    sArtChristianityLiteratureMusicclassicalPhilosophyScience    s    s    sTheatreListsState leaders                  EarthquakesLunar eclipsesRiotsSolar eclipsesVolcanic eruptions CategoryRetrieved from  https   en wikipedia org w index php title Key events of the   th century oldid            Categories    th centuryEvents by centuryHidden categories  CS  French language sources  fr Articles with short descriptionShort description is different from WikidataCommons category link from Wikidata This page was last edited on   August       at        UTC  Text is available under the Creative Commons Attribution ShareAlike License     additional terms may apply  By using this site  you agree to the Terms of Use and Privacy Policy  Wikipedia  is a registered trademark of the Wikimedia Foundation  Inc   a non profit organization Privacy policyAbout WikipediaDisclaimersContact WikipediaCode of ConductDevelopersStatisticsCookie statementMobile view,"['CE', 'CategoryRetrieved', 'centuryHidden', 'CS  French', 'Articles', 'WikidataCommons', 'Wikidata', 'the Creative Commons Attribution ShareAlike License     ', 'the Terms of Use and Privacy Policy  Wikipedia', 'the Wikimedia Foundation  Inc']",[]
