,sentence,entities
761,Miracle    at    Midway    .    ,[]
762,Open    Road    Media    .    ,['Open    Road    Media    ']
763,p.       .    ,[]
764,ISBN   .^    Toll         Ian    W.        -09-21         .    ,[]
765,Conquering    Tide    :    War    in    Pacific    Islands        -1944    :    War    in    Pacific    Islands        –1944    .    ,['1944']
766,W.    W.    Norton    &    Company    .    ,[]
767,"ISBN   .^    ``    Second    Battle    of    Guam    |    Marine    Corps    Association   ""  ""   .    ",[]
768,www.mca-marines.org    .    ,[]
769,Archived    from    original    on   -12-16    .    ,['-12-16']
770,Retrieved   -12-13.^    ``    Last    Aircraft    Carrier    Showdown    :    ,[]
771,"Welcome    to    Battle    of    Philippine    Sea   ""  ""   .    ",[]
772,National    Interest    .   ,[]
773,-06-29    .    ,[]
774,"Retrieved   -12-13.^    ``    Largest    Naval    Sea    Battles    in    Military    History    :    A    Closer    Look    at    Largest    and    Most    Influential    Naval    Battles    in    World    History   ""  ""   .    ",['World    History']
775,Norwich    University    Online    .    ,['Norwich    University    Online    ']
776,Retrieved   -12-13.^    Murphy         Daniel    T.        -02-13         .    ,['Murphy         Daniel    T.        -02-13         ']
777,"``    Geometry    of    War    at    Sea    :    Leyte    Gulf    Example   ""  ""   .    ",['Leyte    Gulf    Example']
778,Center    for    International    Maritime    Security    .    ,[]
779,Retrieved   -12-13.^    Nichols         Robert         Spring            .    ,[]
780,"``    first    Kamikaze    attack    ?   ""  ""   .    ",[]
781,Wartime    .   ,[]
782,.^    Brimelow         Ben        -02-23         .    ,['Ben        -02-23         ']
783,"``       years    ago    a    war    photographer    snapped    most    iconic    image    of    World    War    II    —    here   "" s""   story    of    battle    behind    photo   ""  ""   .    ",['years    ago']
784,Business    Insider    .    ,[]
785,Retrieved   -12-13.^    Alexander         Joseph        -02-17         .    ,['Joseph        -02-17         ']
786,"``    Battle    of    Iwo    Jima    :    A   -day    bloody    slog    on    a    sulfuric    island   ""  ""   .    ",[]
787,Military    Times    .    ,[]
788,Retrieved   -12-13.^    Burrell         Robert    S.        -09-23         .    ,[]
789,"``    Breaking    Cycle    of    Iwo    Jima    Mythology    :    A    Strategic    Study    of    Operation    Detachment   ""  ""   .    ",[]
790,Journal    of    Military    History    .                    :   –1186    .    ,['1186']
791,doi:10.1353/jmh.2004.0175    .    ,[]
792,ISSN   -7795    .    ,['ISSN']
793,S2CID   .^    Lacey         Laura            April            .    ,"['S2CID', 'April            ']"
794,"``    Battle    of    Okinawa   ""  ""   .    ",['Okinawa']
795,www.militaryhistoryonline.com    .    ,[]
796,Retrieved   -12-13.^    MacArthur         Douglas    ;    Johnson         Harold    K.                 .    ,[]
797,Reports    of    General    MacArthur    :    Campaigns    of    MacArthur    in    Pacific    .    ,[]
798,Military    Studies    Press    .    ,[]
799,p.       .    ,[]
800,"ISBN   .^    ``    Number    of    names    Inscribed／沖縄県   ""  ""   .    ",[]
801,www.pref.okinawa.jp    .    ,[]
802,Retrieved   -12-13.^    Peck         Michael        -08-07         .    ,['Michael        -08-07']
803,"``    Operation    Downfall    :    How    the United States    Would    Have    Invaded    Japan         It    Would    Have    Been    Hell        ""  ""   .    ",['the United States']
804,National    Interest    .    ,[]
805,"Retrieved   -12-13.^    ``    Potsdam    Declaration    |    Bombing    of    Hiroshima    and    Nagasaki    |    Historical    Documents    |    atomicarchive.com   ""  ""   .    ","['Bombing', 'Hiroshima', 'Nagasaki']"
806,www.atomicarchive.com    .    ,[]
807,Retrieved   -12-13.^    Maguire         Amy            September            .    ,[]
808,"``    World    politics    explainer    :    atomic    bombings    of    Hiroshima    and    Nagasaki   ""  ""   .    ","['Hiroshima', 'Nagasaki']"
809,Conversation    .    ,[]
810,Retrieved   -12-13.^    Ojo         Marvellous        -08-26         .    ,[]
811,"``    Soviet    Invasion    of    Manchuria    :    Finishing    Japanese    Army   ""  ""   .    ",[]
812,WAR    HISTORY    ONLINE    .    ,[]
813,Retrieved   -12-13.^    Andrew    Glass            August            .    ,[]
814,"``    Hirohito    accepts    Japan   "" s""   surrender    terms         Aug.              ""  ""   .    POLITICO    .    ","['Hirohito', 'Japan', 'Aug.              ']"
815,"Retrieved   -12-13.^    ``    Japanese    Instrument    of    Surrender           ""  ""   .    ",[]
816,National    Archives    Foundation    .    ,['National    Archives    Foundation']
817,Retrieved   -12-13.^    Levi         Neil    ;    Rothberg         Michael                 .    ,"['Levi         Neil    ', 'Rothberg']"
818,Holocaust    :    Theoretical    Readings    .    ,[]
819,Edinburgh    University    Press    .    ,['Edinburgh    University    Press    ']
820,ISBN   .^    ``    How    Was    Holocaust    Planned    ?   ,[]
821,"""  ""   .    ",[]
822,Boston.com    .    ,['Boston.com']
823,Retrieved   -12-15.^    ``    Kristallnacht    Pogrom        -10    November       -    ,['Kristallnacht    Pogrom        -10    ']
824,"It    Came    From    Within    |    Yad    Vashem   ""  ""   .    ",[]
825,www.yadvashem.org    .    ,[]
826,"Retrieved   -12-15.^    ``    development    of    ghettos    –    Holocaust    Explained    :    Designed    for    schools   ""  ""   .       ",['Holocaust    Explained    :    Designed    ']
827,June       .    ,['June       ']
828,"Retrieved   -12-15.^    ``    Pictures    from    inside    a    Nazi-controlled    ghetto   ""  ""   .    www.cbsnews.com    .       ",['Nazi']
829,July       .    ,[]
830,Retrieved   -12-15.^    Rhodes         Richard        -12-18         .    ,['Richard        -12-18']
831,Masters    of    Death    :    SS-Einsatzgruppen    and    Invention    of    Holocaust    .    ,['SS-Einsatzgruppen']
832,Knopf    Doubleday    Publishing    Group    .    ,[]
833,ISBN   .^    Hasic         Albinko            January            .    ,[]
834,"``    What    People    Get    Wrong    About    Nazi    Conference    to    Plan   "" Final""   Solution   "" ""  ""  ""   .    ",[]
835,Time    .    ,[]
836,Retrieved   -12-15.^    ``    Mass    deportations    to    concentration    and    extermination    camps    |    ,[]
837,"Holocaust   ""  ""   .    ",[]
838,www.holocaust.cz    .    ,[]
839,Retrieved   -12-15.^    Arnett         George        -01-27         .    ,['George        -01-27']
840,"``    Auschwitz    :    a    short    history    of    largest    mass    murder    site    in    human    history   ""  ""   .    ",[]
841,Guardian    .    ,[]
842,ISSN   -3077    .    ,['ISSN']
843,Retrieved   -12-15.^    Kirsch         Adam            April            .    ,[]
844,"``    System    :    Two    new    histories    show    how    Nazi    concentration    camps    worked   ""  ""   .    ","['Two', 'Nazi']"
845,New    Yorker    .    ,[]
846,Retrieved       December   .^    ,"['December', '.^    ']"
847,Ghooi         Ravindra    B    .                 .    ,[]
848,"``    Nuremberg    Code–A    critique   ""  ""   .    ",[]
849,Perspectives    in    Clinical    Research    .                    ,[]
850,:   –76    .    ,['76']
851,doi:10.4103/2229-3485.80371    .    ,[]
852,ISSN   -3485    .    ,['ISSN']
853,PMC       .    ,[]
854,PMID   .^    Gutman         Israel                 .    ,[]
855,Encyclopedia    of    Holocaust    .    ,[]
856,Vol.       .    ,[]
857,New    York    :    Macmillan    .    ,[]
858,p.       .    ,[]
859,ISBN   .^    Haaretz        -08-11         .    ,[]
860,"``    Holocaust    Facts    :    Where    Does    Figure    of       Million    Victims    Come    From    ?   ""  ""   .    ",['Holocaust    Facts']
861,Haaretz    .    ,[]
862,Retrieved   -12-15.^    Blumberg         Antonia        -01-27         .    ,[]
863,"``    Holocaust   "" s""   Forgotten    Victims    :       Million    Non-Jewish    People    Killed    By    Nazis   ""  ""   .    ",[]
864,Huffington    Post    .    ,[]
865,"Retrieved   -12-15.^    ``    Non-Jewish    Victims    of    Holocaust   ""  ""   .    ",[]
866,www.jewishvirtuallibrary.org    .    ,[]
867,"Retrieved   -12-15.^    ``    Nazi    Persecution    of    Soviet    Prisoners    of    War   ""  ""   .    ","['Nazi', 'Soviet']"
868,encyclopedia.ushmm.org    .    ,[]
869,Retrieved   -12-15.^    Mason         Amanda            June            .    ,['Amanda']
870,"``    What    Life    Was    Like    For    POWs    In    Europe    During    Second    World    War   ""  ""   .    ",[]
871,Imperial    War    Museums    .    ,[]
872,Retrieved   -12-15.^    Schmitter         Elke        -10-05         .    ,[]
873,"``    Nazi    Crimes    :    Diaries    Reveal    How    Much    Wartime    Germans    Knew   ""  ""   .    ",['Germans']
874,Spiegel    Online    .    ,[]
875,Retrieved   -12-15.^    Ezard         John        -02-17         .    ,['John        -02-17         ']
876,"``    Germans    knew    of    Holocaust    horror    about    death    camps   ""  ""   .    ",['Germans']
877,Guardian    .    ,[]
878,ISSN   -3077    .    ,['ISSN']
879,"Retrieved   -12-15.^    ``   ""  ""   ",[]
880,Oh         ,[]
881,No         ,[]
882,"It    Ca   ""n t""   Be   ""  ""   –    Holocaust    Teacher    Resource    Center   ""  ""   .    ",['Holocaust    Teacher    Resource    Center']
883,Retrieved   -12-15.^    Mulhall         Joe        -11-21         .    ,['Mulhall         Joe        -11-21         ']
884,"``    Holocaust    denial    is    changing    –    fight    against    it    must    change    too    |    Joe    Mulhall   ""  ""   .    ","['Holocaust', 'Joe    Mulhall']"
885,Guardian    .    ,[]
886,ISSN   -3077    .    ,['ISSN']
887,Retrieved   -12-15    .    ,[]
888,"Many    people         including    politicians    and    historians         consider    Holocaust    to    be    worst    event    in    history         and    have    described    Hitler         his    followers         and    his    regime    as    evil.^    ``    man    who    dreamed    of    atom    bomb   ""  ""   .    ",[]
889,BBC    News    .   ,['BBC    News    ']
890,-10-04    .    ,['-10-04']
891,"Retrieved   -12-17.^    ``    Manhattan    Project   ""  ""   .    ",[]
892,Atomic    Heritage    Foundation    .       ,['Atomic    Heritage    Foundation']
893,May       .    ,[]
894,"Retrieved   -12-17.^    ``    German    Atomic    Bomb    Project   ""  ""   .    ",[]
895,Atomic    Heritage    Foundation    .       ,['Atomic    Heritage    Foundation']
896,October       .    ,['October']
897,Retrieved   -12-17.^    Stockbauer         Marc            August            .    ,[]
898,"``    Designs    of   "" Fat""   Man   "" ""   and   "" Little""   Boy   "" ""  ""  ""   .    ",[]
899,Stanford    :    Ethics    of    Development    in    a    Global    Environment    .    ,['Stanford']
900,Archived    from    original    on   -11-08    .    ,['-11-08']
901,"Retrieved   -12-17.^    ``    Little    Boy    and    Fat    Man   ""  ""   .    ",[]
902,Atomic    Heritage    Foundation    .       ,['Atomic    Heritage    Foundation']
903,July       .    ,[]
904,Retrieved   -12-17.^    ``    Manhattan    Project    :    ,[]
905,"Espionage    and    Manhattan    Project        -1945   ""  ""   .    ",[]
906,the United States    Department    of    Energy    Office    of    Scientific    and    Technical    Information    .    ,['the United States']
907,"Retrieved   -12-17.^    ``       August       -    First    Soviet    nuclear    test    :    CTBTO    Preparatory    Commission   ""  ""   .    ",['Soviet']
908,Comprehensive    Nuclear-Test-Ban    Treaty    Organization    .    ,[]
909,"Retrieved   -12-17.^    ``    Types    of    Nuclear    Weapons    :    CTBTO    Preparatory    Commission   ""  ""   .    ",[]
910,Comprehensive    Nuclear-Test-Ban    Treaty    Organization    .    ,[]
911,Retrieved   -12-17.^    de    Castella         Tom            February            .    ,[]
912,``    How    did    we    forget    about    mutually    assured    destruction    ?   ,[]
913,"""  ""   .    BBC    News    .    ",['BBC    News    ']
914,"Retrieved   -12-17.^    ``    Nuclear    forces    reduced    while    modernizations    continue         says    SIPRI   ""  ""   .    ",[]
915,Stockholm    International    Peace    Research    Institute    .       ,['Stockholm    International    Peace    Research    Institute']
916,June       .    ,[]
917,Retrieved   -12-17.^    Friedman         Uri        -09-09         .    ,['Uri        -09-09']
918,"``    Why    One    President    Gave    Up    His    Country   "" s""   Nukes   ""  ""   .    ",['Nukes']
919,Atlantic    .    ,[]
920,Retrieved   -12-18.^    DePetris         Daniel    R.        -07-31         .    ,[]
921,"``    Israel   "" s""   Nuclear    Weapons    :       Things    You    Need    to    Know   ""  ""   .    ","['Israel', 'Nuclear    Weapons    :       Things    You    Need']"
922,National    Interest    .    ,[]
923,"Retrieved   -12-18.^    ``    Treaty    on    Non-Proliferation    of    Nuclear    Weapons         NPT        ""  ""   .    ",[]
924,International    Atomic    Energy    Agency    .   ,[]
925,-07-25    .    ,[]
926,"Retrieved   -12-18.^    ``    Libya    Nuclear    Weapons    Program    |    Libya    Nuclear    Disarmament    |    NTI   ""  ""   .    ","['Libya    Nuclear    Disarmament', 'NTI']"
927,www.nti.org    .    ,[]
928,"Retrieved   -12-18.^    ``    Major    milestones    of    Iran   "" s""   nuclear    programme    |    Iran    |    Al    Jazeera   ""  ""   .    www.aljazeera.com    .    ","['Iran', 'Iran', 'Al    Jazeera']"
929,Retrieved   -12-18.^    Andrews         Evan            October            .    ,[]
930,``       Attacks    on    U.S    .    ,['U.S']
931,"Soil    During    World    War    II   ""  ""   .    ",[]
932,HISTORY    .    ,[]
933,Retrieved   -12-18.^    Harrison         Mark        -01-24         .    ,['Mark        -01-24']
934,"``    Soviet    Union    after       :    Economic    Recovery    and    Political    Repression   ""  ""   .    ",[]
935,Past    &    Present    .       ,[]
936,":   –120    .    doi:10.1093/pastj/gtq042.^    ``    division    of    Germany    -    Cold    War        –1989         -    CVCE    Website   ""  ""   .    ","['120', '1989']"
937,Virtual    Centre    for    Knowledge    on    Europe    .    ,['Europe']
938,"Retrieved   -12-18.^    ``    Milestones    :   –1952    -    Office    of    Historian   ""  ""   .    ",['1952']
939,history.state.gov    .    ,[]
940,Retrieved   -12-18.^    Dobbins         James    ;    Poole         Michele    A.    ;    Long         Austin                 .    ,[]
941,After    War    :    Nation-building    from    FDR    to    George    W.    Bush    .    ,['FDR']
942,Rand    Corporation    .    ,[]
943,p.       .    ,[]
944,"ISBN   .^    ``    Nuremberg    Trial    and    Tokyo    War    Crimes    Trials        –1948        ""  ""   .    ",['1948']
945,history.state.gov    .    ,[]
946,Retrieved   -12-18.^    ``    Why    Did    League    of    Nations    Fail    ?   ,[]
947,"""  ""   .    ",[]
948,www.historyonthenet.com    .   ,[]
949,-12-09    .    ,[]
950,"Retrieved   -12-18.^    ``    History    of    United    Nations   ""  ""   .    ",[]
951,www.un.org    .   ,[]
952,-08-21    .    ,[]
953,Retrieved   -12-18.^    Parker         Clifton    B    .        ,[]
954,-10-29         .    ,[]
955,"``    Gandhi   "" s""   nonviolent    approach    offers    lessons    for    peace    movements         Stanford    scholar    says   ""  ""   .    ","['Gandhi', 'Stanford']"
956,Stanford    University    .    ,['Stanford    University']
957,Retrieved   -12-20.^    McQuade         Joseph            November            .    ,[]
958,"``    forgotten    violence    that    helped    India    break    free    from    colonial    rule   ""  ""   .    ",['India']
959,Conversation    .    ,[]
960,Retrieved   -12-20.^    Henderson         Barney        -08-15         .    ,[]
961,"``    Indian    Independence    Day    :    everything    you    need    to    know    about    Partition    between    India    and    Pakistan       years    on   ""  ""   .    ","['India', 'Pakistan', 'years']"
962,Telegraph    .    ,[]
963,ISSN   -1235    .    ,['ISSN']
964,Retrieved   -12-18.^    Dummett         Mark        -12-16         .    ,['Mark        -12-16         ']
965,"``    How    one    newspaper    report    changed    world    history   ""  ""   .    ",[]
966,BBC    News    .    ,['BBC    News    ']
967,"Retrieved   -12-18.^    ``    Philippines        –1946    |    the United States    House    of    Representatives    :    History         Art    &    Archives   ""  ""   .    ","['1946', 'the United States', 'House']"
968,history.house.gov    .    ,[]
969,"Retrieved   -12-18.^    ``    Dien    Bien    Phu    &    Fall    of    French    Indochina           ""  ""   .    ",['French']
970,history.state.gov    .    ,[]
971,Retrieved   -12-18.^    Assensoh         A    .    ,[]
972,B    .                 .    ,[]
973,African    Political    Leadership    :    Jomo    Kenyatta         Kwame    Nkrumah         and    Julius    K.    Nyerere    .    ,[]
974,Krieger    Publishing    Company    .    ,[]
975,"ISBN   .^    ``    Timeline    :    African    independence   ""  ""   .    ",['African']
976,RFI    .   ,['RFI']
977,-02-16    .    ,[]
978,Retrieved   -12-18.^    Oliveira         Pedro    Aires        -05-24         .    ,['Aires        -05-24         ']
979,"``    Decolonization    in    Portuguese    Africa   ""  ""   .    ","['Portuguese', 'Africa']"
980,Oxford    Research    Encyclopedia    of    African    History    .    ,"['Oxford    Research    Encyclopedia', 'African']"
981,Vol.       .    ,[]
982,doi:10.1093/acrefore/9780190277734.013.41    .    ,[]
983,"ISBN   .^    ``    Decolonization    of    Asia    and    Africa        –1960   ""  ""   .    ","['Asia', 'Africa        ', '1960']"
984,history.state.gov    .    ,[]
985,Retrieved   -12-18.^    Fisher         Max        -09-10         .    ,[]
986,"``    Dividing    of    a    Continent    :    Africa   "" s""   Separatist    Problem   ""  ""   .    ","['Africa', 'Separatist    Problem']"
987,Atlantic    .    ,[]
988,Retrieved   -12-20.^    Mahmud         Tayyab            April            .    ,['April            ']
989,"``    Colonial    Cartographies         Postcolonial    Borders         and    Enduring    Failures    of    International    Law    :    Unending    War    along    Afghanistan-Pakistan    Frontier   ""  ""   .    ",['Afghanistan']
990,Brooklyn    Journal    of    International    Law    .                    ,['Brooklyn    Journal']
991,:       .    ,[]
992,SSRN   .^    ,['.^    ']
993,Hyde         Tim            July            .    ,[]
994,"``    Are    colonial-era    borders    drawn    by    Europeans    holding    Africa    back    ?   ""  ""   .    ","['Europeans', 'Africa']"
995,the United Statesn    Economic    Association    .    ,['the United Statesn    Economic    Association    ']
996,Retrieved   -12-18.^    ``       Civil    Wars    in    Africa    ,[]
997,"We    Must    Never    Forget   ""  ""   .    ",[]
998,This    Is    Africa    .   ,['Africa']
999,-03-14    .    ,[]
1000,"Retrieved   -12-20.^    ``    Yalta    Conference    -    Cold    War        –1989         -    CVCE    Website   ""  ""   .    ",['1989']
1001,www.cvce.eu    .    ,[]
1002,Retrieved   -12-20.^    Churchill         Winston            March            .    ,[]
1003,"``    Sinews    of    Peace        "" Iron""   Curtain    Speech   "" ""       ""  ""   .    ",[]
1004,International    Churchill    Society    .    ,[]
1005,Retrieved   -12-20.^    Roberts         Geoffrey                 .    ,[]
1006,"Stalin   "" s""   Wars    :    From    World    War    to    Cold    War        -1953    .    ",['Stalin']
1007,Yale    University    Press    .    ,['Yale    University    Press    ']
1008,p.       .    ,[]
1009,ISBN   .^    Smulkstys         Julius         Summer            .    ,[]
1010,"``    Incorporation    of    Baltic    States    by    Soviet    Union   ""  ""   .    ",[]
1011,Lituanus    :    Lithuanian    Quarterly    Journal    of    Arts    and    Sciences    .                    .    ,[]
1012,"ISSN   -5089.^    ``    End    of    WWII    and    Division    of    Europe   ""  ""   .    ","['ISSN', 'WWII', 'Europe']"
1013,Center    for    European    Studies    .    ,['European']
1014,Retrieved   -12-20.^    King         Charles                 .    ,[]
1015,Moldovans    :    Romania         Russia         and    Politics    of    Culture    .    ,['Moldovans']
1016,Hoover    Institution    Press    .    ,[]
1017,pp.       .    ,[]
1018,ISBN   .^    Wood         Alan                 .    ,[]
1019,Stalin    and    Stalinism        nd    ed.         .    ,"['Stalin', 'Stalinism        nd    ed']"
1020,London         New    York    :    Psychology    Press    .    ,['London         New    York']
1021,p.       .    ,[]
1022,ISBN   .^    Englund         Will            October            .    ,[]
1023,"``    Red    Century    :    From   "" October""   Revolution   "" ""   in            communism    swept    globe    .    ",['October']
1024,"Now         North    Korea    may    be    one    true    survivor   ""  ""   .    ",[]
1025,Washington    Post    .    ,['Washington    Post']
1026,Archived    from    original    on       October       .    ,[]
1027,Retrieved       December   .^    Fenton         Ben            October            .    ,['December']
1028,"``    secret    strategy    to    launch    attack    on    Red    Army   ""  ""   .    ",[]
1029,Daily    Telegraph    .    ,[]
1030,Archived    from    original    on       April       .    ,[]
1031,"Retrieved   -12-20.^    ``    North    Atlantic    Treaty    Organization         NATO                ""  ""   .    ",[]
1032,history.state.gov    .    ,[]
1033,Retrieved   -12-20.^    Rosenberg         Matt            September            .    ,[]
1034,"``    Warsaw    Pact    History    and    Members   ""  ""   .    ",[]
1035,ThoughtCo    .    ,['ThoughtCo']
1036,Retrieved       December   .^    McDonough         Richard            June            .    ,['December']
1037,"``    A    Short    History    Of    Korean    War   ""  ""   .    ",[]
1038,Imperial    War    Museums    .    ,[]
1039,Retrieved   -12-20.^    Stack         Liam        -01-01         .    ,['Liam        -01-01']
1040,"``    Korean    War         a   "" Forgotten""  "" ""   Conflict    That    Shaped    Modern    World   ""  ""   .    ",[]
1041,New    York    Times    .    ,[]
1042,ISSN   -4331    .    ,['ISSN']
1043,Retrieved   -12-20.^    Hastings         Max                 .    ,[]
1044,Korean    War    .    ,[]
1045,New    York    :    Simon    and    Schuster    Paperbacks    .    ,['Simon']
1046,pp.       .    ,[]
1047,ISBN   .^    Cumings         Bruce                 .    ,[]
1048,Korean    War    :    A    History    .    ,[]
1049,New    York    :    Random    House    Publishing    Group    .    ,[]
1050,p.       .    ,[]
1051,ISBN   .^    Kinzer         Stephen                 .    ,[]
1052,Brothers    :    John    Foster    Dulles         Allen    Dulles         and    Their    Secret    World    War    .    ,['Their    Secret    World    War    ']
1053,New    York    :    Henry    Holt    &    Company    .    ,[]
1054,p.       .    ,[]
1055,ISBN   .^    ,[]
1056,Johnson         David            May            .    ,"['Johnson', 'David            ']"
1057,"``    Selling    ``    Operation    Passage    to    Freedom   ""  ""   :    Dr.    Thomas    Dooley    and    Religious    Overtones    of    Early    the United Statesn    Involvement    in    Vietnam   ""  ""   .    ","['the United Statesn    Involvement    ', 'Vietnam']"
1058,University    of    New    Orleans    Theses    and    Dissertations.^    Gravel         Mike                 .    ,[]
1059,"``    Military    Pressures    Against    North    Vietnam         February   -January      ""  ""   .    ",['February']
1060,Pentagon    Papers    .    ,[]
1061,Vol.       .    ,[]
1062,Boston    :    Beacon    Press    .    ,['Boston']
1063,pp    .   ,[]
1064,–268.^    Zelizer         Julian    E.        -01-15         .    ,['Zelizer         Julian    E.        -01-15         ']
1065,"``    How    Tet    Offensive    Undermined    the United Statesn    Faith    in    Government   ""  ""   .    ",[]
1066,Atlantic    .    ,[]
1067,Retrieved   -12-20.^    Zimmerman         Bill        -10-24         .    ,[]
1068,"``    Opinion    |    Four    Stages    of    Antiwar    Movement   ""  ""   .    ",[]
1069,New    York    Times    .    ,[]
1070,ISSN   -4331    .    ,['ISSN']
1071,Retrieved   -12-20.^    Schultz         Colin            March            .    ,[]
1072,"``    Nixon    Prolonged    Vietnam    War    for    Political    Gain—And    Johnson    Knew    About    It         Newly    Unclassified    Tapes    Suggest   ""  ""   .    ",['Johnson']
1073,Smithsonian    .    ,['Smithsonian']
1074,Retrieved   -12-20.^    Becker         Elizabeth    ;    Mydans         Seth        -10-14         .    ,"['Elizabeth', 'Mydans', 'Seth        -10-']"
1075,"``    Norodom    Sihanouk         Cambodian    Leader    Through    Shifting    Allegiances         Dies    at      ""  ""   .    ",[]
1076,New    York    Times    .    ,[]
1077,ISSN   -4331    .    ,['ISSN']
1078,Retrieved   -12-20.^    Michaels         Jeffrey        -05-19         .    ,['Jeffrey        -05-19']
1079,"``    Stuck    in    Endless    Preliminaries    :    Vietnam    and    Battle    of    Paris    Peace    Table         November   -January      ""  ""   .    ","['Vietnam', 'Paris    Peace    Table         ', 'November']"
1080,Defence-In-Depth    .    Retrieved   -12-20.^    Kaiser         David            April            .    ,[]
1081,"``    Lessons    of    Fall    of    Saigon   ""  ""   .    ",['Saigon']
1082,Time    .    ,[]
1083,Retrieved   -12-20.^    Woollacott         Martin            April            .    ,[]
1084,"``    Forty    years    on    from    fall    of    Saigon    :    witnessing    end    of    Vietnam    war   ""  ""   .    ","['Saigon', 'Vietnam']"
1085,Guardian    .    ,[]
1086,ISSN   -3077    .    ,['ISSN']
1087,"Retrieved   -12-20.^    ``    Soviet-Cuban    Alliance        -1991   ""  ""   .    ",['Soviet']
1088,Foreign    Affairs    .    ,[]
1089,No    .    ,[]
1090,September/October       .   ,[]
1091,-01-28    .    ,['-01-28']
1092,ISSN   -7120    .    ,['ISSN']
1093,"Retrieved   -12-20.^    ``    Cuban    Missile    Crisis    :    For    thirteen    days    in    October       world    waited—seemingly    on    brink    of    nuclear    war—and    hoped    for    a    peaceful    resolution    to    Cuban    Missile    Crisis   ""  ""   .    ","['Cuban', 'thirteen    days', 'Cuban']"
1094,John    F.    Kennedy    Presidential    Library    and    Museum    .    ,['John    F.    Kennedy']
1095,"Retrieved   -12-20.^    ``    Nuclear    Close    Calls    :    Cuban    Missile    Crisis   ""  ""   .    ",['Cuban']
1096,Atomic    Heritage    Foundation    .       ,['Atomic    Heritage    Foundation']
1097,June       .    ,[]
1098,"Retrieved   -12-20.^    ``    the Soviet Union    Launches    Sputnik   ""  ""   .    ",['the Soviet Union']
1099,National    Geographic    Society    .   ,[]
1100,-12-17    .    ,[]
1101,"Retrieved   -12-20.^    ``    Aftermath    of    Sputnik    launch   ""  ""   .    ",[]
1102,www.russianspaceweb.com    .    ,[]
1103,"Retrieved   -12-20.^    ``    In    Depth    |    Luna      ""  ""   .    ",['Luna      ']
1104,Solar    System    Exploration    :    NASA    Science    .    ,['Solar    System    Exploration    :    NASA    Science    ']
1105,Retrieved   -12-20.^    Lewis         Cathleen            April            .    ,[]
1106,"``    Why    Yuri    Gagarin    Remains    First    Man    in    Space         Even    Though    He    Did    Not    Land    Inside    His    Spacecraft   ""  ""   .    ",[]
1107,National    Air    and    Space    Museum    .    ,[]
1108,Retrieved   -12-20.^    Pearlman         Robert    Z    .            ,[]
1109,July            .    ,[]
1110,"``    Makings    of    Moon    Landing    :       Years    Ago         Apollo       Was    One    Year    From   "" Giant""   Leap   "" ""  ""  ""   .    ",['Years    Ago']
1111,Space.com    .    ,['Space.com']
1112,"Retrieved   -12-20.^    ``    Apollo    Program            -           ""  ""   .    ",[]
1113,NASA    Space    Science    Data    Coordinated    Archive    .    ,[]
1114,Retrieved   -12-20.^    Ingham         Lucy        -01-16         .    ,[]
1115,"``    Soviet    report    detailing    lunar    rover    Lunokhod-2    released    for    first    time   ""  ""   .    ","['Soviet', 'first']"
1116,Factor    .    ,[]
1117,Retrieved   -12-20.^    Keldysh         M.V    .         ,[]
1118,April            .    ,[]
1119,"``    Venus    exploration    with    Venera       and    Venera       spacecraft   ""  ""   .    ",['Venus']
1120,Icarus    .                    ,['Icarus']
1121,:   –625    .    ,['625']
1122,Bibcode:1977Icar    ...       ..   ,[]
1123,K    .    ,[]
1124,doi:10.1016/0019-1035                -9    .    ,[]
1125,ISSN   -1035.^    Howell         Elizabeth            December            .    ,"['ISSN', 'Elizabeth']"
1126,"``    Voyager       :    Sailing    Among    Giant    Planets   ""  ""   .    ",[]
1127,Space.com    .    ,['Space.com']
1128,Retrieved   -12-20.^    Sharp         Tim            December            .    ,[]
1129,"``    Space    Shuttle    :    First    Reusable    Spacecraft   ""  ""   .    ",[]
1130,Space.com    .    ,['Space.com']
1131,Retrieved   -12-20.^    Ferreira         Becky        -02-19         .    ,[]
1132,"``    Mir    Space    Station    Was    a    Marvel         a    Clusterfuck         and    an    Underdog    Hero   ""  ""   .    ",['Mir    Space    Station    Was    a    Marvel         a    Clusterfuck         ']
1133,Motherboard    .    ,['Motherboard']
1134,Retrieved   -12-20.^    Torchinsky         Jason            May            .    ,[]
1135,"``    Why    Skylab    Was    the United States   "" s""   First    And    Best    Home    In    Space   ""  ""   .    ","['the United States', 'First']"
1136,Jalopnik    .    ,['Jalopnik']
1137,"Retrieved       December   .^    ``    International    Space    Station         ISS    Information         Space    Station    Facts         News         Photos    --    National    Geographic   ""  ""   .    ",['December']
1138,Science    &    Innovation    .   ,[]
1139,-10-15    .    ,[]
1140,Archived    from    original    on    April               .    ,[]
1141,Retrieved   -12-20.^    Farley         Robert            March            .    ,[]
1142,``    Was    Sino-Soviet    Split    Borne    of    Ideology    or    Geostrategic    Consideration    ?   ,['Sino-Soviet']
1143,"""  ""   .    ",[]
1144,Diplomat    .    ,[]
1145,Retrieved   -12-20.^    Siegelbaum         Lewis            June            .    ,[]
1146,"``    Perestroika    and    Glasnost   ""  ""   .    ",[]
1147,Seventeen    Moments    in    Soviet    History    .    ,['Soviet']
